,COMID,LON_DD,LAT_DD,region_vpu,CatArea,WsArea,CatPctFull,WsPctFull,PctImp2006Cat,PctImp2006Ws
578,6676084,-96.74559,46.38119,SR_09,8.4969,4032.6804,100,100,0.34371359,0.401005545
579,7069573,-96.879127,48.179604,SR_09,39.2859,592.2549,100,100,0.340633662,0.539442392
580,14049063,-101.164,48.169,SR_09,14.4045,21443.5431,100,27.29200708,0.814870353,0.799501648
581,14049111,-101.078,48.098,SR_09,16.9011,21834.8046,100,28.59487371,1.002875552,0.772041488
582,14049129,-101.016,48.09,SR_09,8.0154,21886.749,100,28.76434138,0.324500337,0.769174312
583,14143743,-97.38293,47.61359,SR_09,3.5757,179.3043,100,100,0.107978857,0.453803952
584,14143957,-97.54041,47.50887,SR_09,3.6153,449.1567,100,100,0.104057755,0.349502969
585,14143957,-97.539,47.511,SR_09,3.6153,449.1567,100,100,0.104057755,0.349502969
586,14144081,-97.47667,47.54567,SR_09,17.0226,1349.4276,100,100,0.317013852,0.244760445
587,14145293,-96.87626,47.45977,SR_09,7.8156,3228.4368,100,100,0.552740673,0.399067004
588,14156480,-100.12947,48.85964,SR_09,31.8123,310.1517,100,70.64330133,0.109627408,0.136531305
589,14156480,-100.137,48.862,SR_09,31.8123,310.1517,100,70.64330133,0.109627408,0.136531305
590,14156808,-100.1003,48.74642,SR_09,16.4979,466.0353,100,80.46278898,0.241776226,0.353963759
591,14156808,-100.1003,48.74642,SR_09,16.4979,466.0353,100,80.46278898,0.241776226,0.353963759
592,14156808,-100.1003,48.74642,SR_09,16.4979,466.0353,100,80.46278898,0.241776226,0.353963759
593,14172567,-100.92051,48.06337,SR_09,1.953,22162.9149,100,29.65198905,0.674193548,0.757958811
594,14172643,-100.46424,48.29739,SR_09,316.737,24151.7637,100,35.4450052,0.39011167,0.652423823
595,14172643,-100.46424,48.29739,SR_09,316.737,24151.7637,100,35.4450052,0.39011167,0.652423823
596,14172673,-100.889,48.031,SR_09,0.3672,193.8402,100,100,2.992647059,0.318333349
597,14185282,-101.66356,48.42556,SR_09,2.8944,1760.1813,100,96.09833942,0.544776119,0.527569236
598,14254519,-97.28726,46.74274,SR_09,3.6801,2526.2136,100,100,0.167278063,0.387495262
599,14254571,-97.3255,46.73052,SR_09,47.1375,2516.3199,100,100,0.360591885,0.388180096
600,14414979,-98.07447,48.92109,SR_09,2.1033,7476.9048,100,34.14882051,0.044073599,0.342299818
601,14415611,-98.04238,48.76218,SR_09,1.5255,108.4995,100,100,0.620648968,0.386006387
602,14416227,-97.82189,48.93314,SR_09,14.715,8109.0909,100,39.28258962,0.182752294,0.367085561
603,14416265,-97.31932,48.92001,SR_09,6.0651,1190.8458,100,100,0.444427957,0.413928151
604,14416453,-97.53411,48.86332,SR_09,1.0809,530.6751,100,100,0.459616986,0.390345618
605,14416705,-97.7073,48.77848,SR_09,26.9514,421.1217,100,100,1.783309958,0.42900069
606,14426422,-97.81396,48.51529,SR_09,0.9198,200.8683,100,100,0.31409002,0.493483043
607,14426448,-97.55269,48.51415,SR_09,7.6428,576.8397,100,100,0.452308055,0.441938549
608,14426516,-97.60145,48.53479,SR_09,25.9974,218.1213,100,100,1.163297099,0.560264403
609,14428556,-97.57475,48.47385,SR_09,12.8493,391.005,100,100,0.412551657,0.437877776
610,14428622,-97.46934,48.43996,SR_09,18.6948,1138.8825,100,100,0.300259965,0.433532608
611,14434593,-97.56279,48.18663,SR_09,23.4342,975.888,100,100,0.203971119,0.382251549
612,14434881,-97.40343,48.26738,SR_09,20.4084,1010.9322,100,100,0.592873523,0.388423675
613,14434909,-97.4866,48.21442,SR_09,9.2961,988.191,100,100,0.352309033,0.381335896
614,14434913,-97.725,48.19,SR_09,23.7411,941.1642,100,100,0.401379886,0.382264965
615,14434913,-97.645,48.18,SR_09,23.7411,941.1642,100,100,0.401379886,0.382264965
616,14439898,-97.60222,47.96596,SR_09,21.1428,451.7595,100,100,0.538225779,0.39540397
617,14439898,-97.623,47.989,SR_09,21.1428,451.7595,100,100,0.538225779,0.39540397
618,14439900,-97.5,47.94,SR_09,0.2808,646.2252,100,100,1.557692308,0.474722434
619,14825241,-97.18556,47.0064,SR_09,1.1322,308.043,100,100,0.242448331,0.290811348
620,14826897,-98.04658,46.68396,SR_09,7.3143,188.7129,100,100,0.290020918,0.217687821
621,22192952,-94.533299,47.941305,SR_09,29.2716,124.6311,100,100,0.150780962,0.316900035
622,909020858,-97.18523,47.44207,SR_09,7.1802,3033.6507,100,100,0.424291802,0.337721314
623,909021023,-97.7696,46.4709,SR_09,2.232,10167.6762,100,100,0.272177419,0.328158434
624,188387,-105.23408,39.51363,MS_10L,17.739,28.7091,100,100,0.677016743,0.605128687
625,188623,-105.19458,39.66607,MS_10L,18.1404,24.2064,100,100,3.862671165,4.585440214
626,191819,-104.86668,39.38897,MS_10L,9.5832,272.5128,100,100,16.88955672,2.000551534
627,191819,-104.86668,39.38897,MS_10L,9.5832,272.5128,100,100,16.88955672,2.000551534
628,191819,-104.86668,39.38897,MS_10L,9.5832,272.5128,100,100,16.88955672,2.000551534
629,191819,-104.86668,39.38897,MS_10L,9.5832,272.5128,100,100,16.88955672,2.000551534
630,191839,-104.9723,39.34429,MS_10L,12.1059,189.4275,100,100,0.333952866,0.208091222
631,191839,-104.9723,39.34429,MS_10L,12.1059,189.4275,100,100,0.333952866,0.208091222
632,191839,-104.9723,39.34429,MS_10L,12.1059,189.4275,100,100,0.333952866,0.208091222
633,191839,-104.9723,39.34429,MS_10L,12.1059,189.4275,100,100,0.333952866,0.208091222
634,192089,-104.95751,39.24139,MS_10L,18.0864,72.1206,100,100,0.38888336,0.165185814
635,228553,-105.056,39.89248,MS_10L,43.0227,140.5467,100,100,32.61707424,18.66830171
636,231167,-104.76432,39.35901,MS_10L,6.39,440.4987,100,100,0.15915493,0.165085618
637,2333107,-93.614125,38.480287,MS_10L,4.7457,77.5296,100,100,0.085340413,0.185271174
638,2500595,-94.910048,40.871349,MS_10L,1.3995,661.4073,100,100,0.652090032,0.851409109
639,2528801,-94.6793,40.40128,MS_10L,24.5961,246.9411,100,100,0.430568261,0.439523433
640,2876969,-104.45925,40.80025,MS_10L,2.16,142.2936,100,100,0,0.083242676
641,2885060,-105.59107,39.79389,MS_10L,6.3306,42.0822,100,100,0.403326699,0.62511228
642,2888638,-105.36055,40.21855,MS_10L,11.5821,274.7052,100,100,0.001787241,0.14385312
643,2888700,-105.62576,40.19981,MS_10L,3.2148,13.3569,100,100,0,0
644,2888730,-105.2,40.19173,MS_10L,1.044,589.2849,100,100,0.686206897,0.42888932
645,2891266,-105.1679,39.95201,MS_10L,6.9363,69.3963,100,100,10.80731802,2.248654467
646,3561730,-103.41368,40.42583,MS_10L,1.3626,43167.4155,100,100,0.465653897,2.186340218
647,3642506,-96.369557,39.314558,MS_10L,1.9098,13.5783,100,100,0.638548539,0.647709949
648,3649108,-96.34028,38.96889,MS_10L,1.4886,90.8559,100,100,0.189842805,0.306742875
649,3701598,-95.204582,40.828811,MS_10L,11.6352,96.6969,100,100,0.419477104,0.734989436
650,3701696,-95.311915,40.67347,MS_10L,5.8014,178.0488,100,100,0.398386596,0.686759473
651,3703114,-95.060929,39.923761,MS_10L,3.933,9.8829,100,100,0.135240275,0.163919497
652,4383307,-94.16099,39.501327,MS_10L,1.5993,18.8667,100,100,0.935284187,0.953441778
653,4386571,-93.89122,39.31073,MS_10L,5.7942,250.5753,100,100,0.429325878,0.481066171
654,4392587,-94.171869,38.986653,MS_10L,3.4389,196.1181,100,100,2.012823868,2.36389502
655,5104936,-94.26257,40.666649,MS_10L,0.5418,23.0571,100,100,0.149501661,3.782544205
656,5156751,-92.790134,39.114388,MS_10L,2.5632,14.5017,100,100,0.323384831,0.343263204
657,5163731,-92.529991,38.781476,MS_10L,2.8161,21.8475,100,100,0.206136146,0.371163749
658,5239588,-105.648,39.23988,MS_10L,0.1755,674.4105,100,100,0.312820513,0.207159586
659,5814271,-92.761945,40.116541,MS_10L,6.048,33.0669,100,100,0.538095238,0.364279688
660,5815281,-92.774328,39.885478,MS_10L,9.423,31.2084,100,100,0.577077364,0.494232322
661,5815551,-92.74401,39.718536,MS_10L,0.567,43.6455,100,100,0.755555556,0.840911434
662,5922594,-97.946009,39.729547,MS_10L,3.7008,167.4369,100,100,0.274805447,0.53301154
663,5965034,-93.13058,40.48343,MS_10L,1.7973,186.435,100,100,0.31096645,0.32946657
664,5986791,-92.069629,38.068629,MS_10L,5.7447,12.3894,100,100,0.082563058,0.173252942
665,5987065,-92.414657,38.244735,MS_10L,3.6333,18.7038,100,100,0.171414417,0.132422289
666,7262741,-99.163805,40.596784,MS_10L,63.6156,139423.0149,100,100,0.242063268,0.887011626
667,7367135,-94.38935,37.78621,MS_10L,16.9551,321.3576,100,100,0.414034715,0.45498286
668,7371325,-93.720591,37.889478,MS_10L,7.9461,219.8448,100,100,0.248272738,0.693214941
669,7389807,-93.188183,37.408288,MS_10L,5.6223,59.3046,100,100,0.517848567,1.64757034
670,10118854,-96.099664,38.720602,MS_10L,0.4203,95.9265,100,100,0.832976445,0.269925412
671,10125204,-95.427425,38.198903,MS_10L,1.8513,26.7858,100,100,0.14973262,0.678314629
672,11712153,-102.09738,40.0994,MS_10L,341.4285,341.4285,100,100,0.101308766,0.101308766
673,11712189,-102.32308,40.10334,MS_10L,987.6303,987.6303,100,100,0.384008267,0.384008267
674,11712249,-102.33694,40.04775,MS_10L,7.8867,860.6772,100,100,0.156225037,0.079335319
675,11722583,-102.28232,39.83285,MS_10L,0.2079,3687.9534,100,100,0,0.100176781
676,11722637,-102.314,39.80421,MS_10L,0.1044,3603.4335,100,100,0,0.101146282
677,14621764,-95.078212,42.993593,MS_10L,4.1292,64.1862,100,100,0.501525719,0.560433551
678,15968351,-106.31291,41.65282,MS_10L,22.2732,100.6686,100,100,0.173226119,0.26586443
679,15968351,-106.31291,41.65282,MS_10L,22.2732,100.6686,100,100,0.173226119,0.26586443
680,15975204,-107.12422,42.26335,MS_10L,8.46,8.46,100,100,0.136595745,0.136595745
681,15976224,-106.70766,42.24383,MS_10L,42.2748,72.6093,100,100,0.170995487,0.187847838
682,15984679,-106.79731,41.08284,MS_10L,9.4653,306.1152,100,100,0.00389845,0.050198749
683,15998926,-105.89273,40.50346,MS_10L,2.34,16.5267,100,100,0.386153846,0.104666993
684,15998926,-105.89273,40.50346,MS_10L,2.34,16.5267,100,100,0.386153846,0.104666993
685,15998926,-105.89273,40.50346,MS_10L,2.34,16.5267,100,100,0.386153846,0.104666993
686,15998926,-105.89273,40.50346,MS_10L,2.34,16.5267,100,100,0.386153846,0.104666993
687,15999744,-106.11899,40.43239,MS_10L,4.0491,93.3741,100,100,0.337630585,0.20867671
688,15999932,-106.07704,40.38657,MS_10L,3.8511,3.8511,100,100,0.109838747,0.109838747
689,17205438,-95.224388,42.549931,MS_10L,2.7153,51.8058,100,100,0.731852834,0.520152184
690,17218820,-95.688846,41.367449,MS_10L,2.52,438.1902,100,100,3.92,1.247445972
691,17225969,-95.541019,42.446393,MS_10L,5.2902,13.6413,100,100,0.760802994,3.057069341
692,17227243,-95.91925,42.069351,MS_10L,6.579,10.1907,100,100,1.350341997,0.976684624
693,17234054,-95.997976,42.651073,MS_10L,10.8801,107.9433,100,100,0.753660352,0.598072321
694,17239852,-96.16457,42.814675,MS_10L,11.5272,835.8012,100,100,3.095252967,1.319451085
695,17243626,-96.36816,42.65657,MS_10L,36.9594,103.6683,100,100,0.532752155,0.423875958
696,17244196,-96.404221,42.123796,MS_10L,5.0643,9.6426,100,100,0.288253066,0.411144297
697,17246736,-95.840388,41.922856,MS_10L,3.8673,801.0153,100,100,1.28228997,0.552131027
698,17288477,-97.703132,41.887055,MS_10L,9.1008,53.415,100,100,0.420292722,0.451423757
699,17398351,-96.592269,41.187327,MS_10L,5.8158,232.776,100,100,9.390591148,0.709855397
700,17398351,-96.592269,41.187327,MS_10L,5.8158,232.776,100,100,9.390591148,0.709855397
701,17481991,-105.5174,42.21313,MS_10L,3.8133,60.1002,100,100,0.127448667,0.024753661
702,17483639,-104.62753,42.10983,MS_10L,4.8483,32.7591,100,100,0.118433265,0.103574274
703,17484363,-105.36584,41.99879,MS_10L,0.7542,203.2515,100,100,0,0.055235017
704,17495565,-105.78102,41.07601,MS_10L,2.5632,10.6551,100,100,0.097261236,0.105076442
705,18805361,-97.755066,40.715939,MS_10L,3.8763,1013.4792,100,100,0.290457395,0.873055214
706,18865370,-98.010139,39.014903,MS_10L,2.313,21.0438,100,100,0.703891051,0.261483192
707,19006989,-99.06969,40.10464,MS_10L,4.4082,39.7944,100,100,0.487954267,0.179595621
708,19010535,-98.69425,40.08344,MS_10L,0.081,122.0787,100,100,0,0.359539379
709,19158156,-95.935856,40.051685,MS_10L,37.3329,79.9812,100,100,0.358959524,0.478012333
710,19207819,-95.0169,41.972987,MS_10L,2.1015,44.5779,100,100,0.504496788,0.681916376
711,19208483,-95.400885,41.332723,MS_10L,0.7983,1629.6309,100,100,4.819616685,0.959214691
712,19208483,-95.400885,41.332723,MS_10L,0.7983,1629.6309,100,100,4.819616685,0.959214691
713,22093859,-105.33651,42.3118,MS_10L,9.2547,71.7264,100,100,0.088884567,0.064018269
714,22105603,-106.02126,42.73013,MS_10L,9.1845,363.5271,100,100,0.05477707,0.052436256
715,22106559,-106.25457,42.52282,MS_10L,0.9783,39.8574,100,100,0.322907084,0.217066342
716,22107061,-106.32226,42.7351,MS_10L,12.5847,12.5847,100,100,0.366444969,0.366444969
717,2964272,-110.59233,44.98153,MS_10U,7.875,86.1192,100,100,0.038628571,0.015163866
718,2964334,-110.11203,44.92202,MS_10U,37.9485,69.4026,100,100,0.006925175,0.003786602
719,2964352,-110.53731,44.92105,MS_10U,25.2774,25.2774,100,100,0.005305134,0.005305134
720,2964484,-110.20406,44.84713,MS_10U,10.7361,10.7361,100,100,0,0
721,2964502,-110.18455,44.8441,MS_10U,9.45,9.45,100,100,0,0
722,2967074,-110.26107,44.48984,MS_10U,10.656,21.9573,100,100,0.07339527,0.06025331
723,3026122,-111.99713,46.41473,MS_10U,2.0367,25.4727,100,100,0.077772868,0.0203512
724,3052560,-111.38889,45.59556,MS_10U,0.3456,35.5824,100,100,0.111979167,0.020690004
725,3052836,-111.89933,45.54083,MS_10U,0.7362,9.9171,100,100,0,0
726,3054428,-111.62065,45.37006,MS_10U,6.48,145.2258,100,100,0.213333333,0.020959086
727,3055744,-111.4977,45.11524,MS_10U,9.9531,22.3803,100,100,0,0
728,3057710,-111.3725,44.9052,MS_10U,4.4055,25.065,100,100,0,0
729,3057846,-111.05143,44.88535,MS_10U,0.6804,63.9648,100,100,0.026455026,0.000281405
730,3057930,-111.33925,44.87609,MS_10U,2.6514,79.011,100,100,0.127291242,0.004271557
731,3061628,-110.81424,44.57368,MS_10U,43.884,251.8668,100,100,0.136853979,0.023844747
732,3101843,-104.55725,48.48842,MS_10U,7.4484,2971.1097,100,81.90885042,0.265224746,0.320260488
733,3851863,-111.17057,45.72391,MS_10U,5.8833,5.8833,100,100,12.68334098,12.68334098
734,3854843,-110.78867,45.7061,MS_10U,12.897,26.7615,100,100,0.052058618,0.029830166
735,3856479,-111.07764,45.01267,MS_10U,1.5786,76.8474,100,100,0.331812999,0.006816106
736,4063778,-110.85483,45.85979,MS_10U,6.6186,44.5617,100,100,0.136660321,0.062569426
737,4164850,-113.20299,45.06537,MS_10U,4.014,22.4856,100,100,0.093273543,0.102105347
738,4171858,-111.66361,44.64444,MS_10U,9.1134,93.456,100,100,0.117321746,0.036662173
739,4215344,-112.30923,45.3301,MS_10U,24.2532,24.2532,100,100,0.072398694,0.072398694
740,4216488,-112.445,45.00528,MS_10U,2.7846,727.5951,100,100,0.470588235,0.158212308
741,4222288,-113.18722,45.99583,MS_10U,1.0809,33.0426,100,100,0,0
742,4222526,-113.48004,45.90731,MS_10U,14.3064,20.6937,100,100,0,0
743,4222860,-113.44401,45.78824,MS_10U,5.9877,16.5168,100,100,0.061325718,0.023267219
744,4223860,-113.34028,45.59667,MS_10U,5.4144,6.4062,100,100,0,0
745,4225752,-112.88098,45.82571,MS_10U,1.7253,90.7542,100,100,0.1637976,0.03278526
746,4225752,-112.88098,45.82571,MS_10U,1.7253,90.7542,100,100,0.1637976,0.03278526
747,4225752,-112.88098,45.82571,MS_10U,1.7253,90.7542,100,100,0.1637976,0.03278526
748,4230586,-113.4746,45.23513,MS_10U,7.7823,56.9241,100,100,0.052156817,0.037107306
749,4264568,-109.03924,45.14166,MS_10U,2.9493,110.5938,100,100,0.190112908,0.099518237
750,4264748,-109.29944,45.09806,MS_10U,1.431,14.9364,100,100,0.001257862,0.000120511
751,4265288,-109.40694,45.05361,MS_10U,10.6587,21.0195,100,100,0.401587436,0.385827446
752,4269022,-109.15301,44.90278,MS_10U,2.7153,214.884,100,100,0.272456082,0.074522533
753,4269430,-109.27978,44.84234,MS_10U,7.4862,2001.5775,100,100,0.245732147,0.039564743
754,4269792,-109.89218,44.78621,MS_10U,0.9657,9.5013,100,100,0,0
755,4315128,-112.3804,45.80412,MS_10U,2.9817,58.3695,100,100,0.01479022,0.033551769
756,4331257,-112.20748,46.167,MS_10U,3.915,54.0585,100,100,0.053103448,0.008923666
757,4365036,-110.30636,45.55253,MS_10U,13.941,237.7494,100,100,0.058553906,0.007264372
758,4368894,-110.77437,45.27109,MS_10U,4.3263,90.5481,100,100,0.04847098,0.015386297
759,5336903,-107.26416,44.76031,MS_10U,10.7991,89.4168,100,100,0.000750063,9.06E-05
760,5357126,-106.57562,43.6058,MS_10U,0.8928,2886.6483,100,100,0.330645161,0.303559876
761,5358818,-106.72309,43.48042,MS_10U,7.2549,230.2038,100,100,0.45949634,0.466131315
762,5365599,-106.33941,43.68253,MS_10U,8.8164,2084.8014,100,100,0.461412822,0.498685486
763,5372669,-106.87589,44.09455,MS_10U,14.3181,38.7675,100,100,0.126155007,0.175252467
764,5380400,-106.93832,44.30325,MS_10U,3.4767,54.9846,100,100,0,0.070547026
765,5411797,-104.89722,43.66787,MS_10U,2.3742,563.3316,100,100,0.091736164,0.068169618
766,5412161,-104.66664,43.54598,MS_10U,4.0356,6036.3477,100,100,0.018064228,0.107374878
767,5439210,-103.63089,43.13335,MS_10U,1.3635,2225.1825,100,100,0.22310231,0.245395513
768,5439210,-103.63089,43.13335,MS_10U,1.3635,2225.1825,100,100,0.22310231,0.245395513
769,5439210,-103.63089,43.13335,MS_10U,1.3635,2225.1825,100,100,0.22310231,0.245395513
770,5439210,-103.63089,43.13335,MS_10U,1.3635,2225.1825,100,100,0.22310231,0.245395513
771,5453070,-103.96961,44.72566,MS_10U,5.6196,8402.8248,100,100,0.574631646,0.412314416
772,5457574,-103.2196,44.47409,MS_10U,2.3427,497.8314,100,100,0.08374952,0.946885632
773,5457902,-103.27878,44.38584,MS_10U,1.908,89.5401,100,100,0.38490566,0.334871192
774,5458404,-103.79325,44.28506,MS_10U,18.4194,25.254,100,100,0.54255839,0.429365645
775,5478997,-104.15469,44.55973,MS_10U,2.5758,134.3637,100,100,0.146051712,0.133931263
776,5479745,-103.90376,44.64886,MS_10U,2.5245,302.0319,100,100,0.286631016,0.19729373
777,5596960,-104.66243,43.2062,MS_10U,0.6021,2575.2672,100,100,0,0.126314038
778,7186088,-109.55993,45.35114,MS_10U,0.8181,14.7789,100,100,0.01980198,0.032945618
779,7186652,-109.67706,45.12371,MS_10U,1.8675,11.9385,100,100,0,0
780,7196759,-108.40811,45.91298,MS_10U,0.7992,61.9569,100,100,3.190315315,0.63492686
781,7218820,-96.46546,44.07442,MS_10U,4.9203,260.8038,100,100,0.995427108,0.243621067
782,7222396,-96.51142,43.85277,MS_10U,3.0222,516.1752,100,100,0.150089339,0.702877628
783,7223576,-96.54597,43.58317,MS_10U,8.3268,14.5386,100,100,0.676178124,1.116008419
784,7225332,-96.54344,43.3482,MS_10U,10.8837,24.6078,100,100,0.114529066,0.168568503
785,7225808,-96.40991,43.079063,MS_10U,9.144,94.0599,100,100,0.366240157,0.648697266
786,9373374,-96.95258,44.73385,MS_10U,1.674,191.3814,100,100,0.425806452,0.491389445
787,9555425,-103.78653,43.31391,MS_10U,9.4725,19691.5842,100,100,0.133776722,0.181990314
788,9570471,-105.31651,45.31896,MS_10U,3.5208,4617.684,100,100,0.147494888,0.2290341
789,9587898,-106.10215,44.73309,MS_10U,9.3726,16363.4004,100,100,0.167178798,0.29336664
790,9781765,-103.97993,45.94389,MS_10U,2.0367,3002.6151,100,100,0.298718515,0.215960847
791,9815287,-104.84822,46.55535,MS_10U,13.3362,2736.1782,100,100,0.302942367,0.245584334
792,9816587,-104.76994,46.47068,MS_10U,0.3168,1905.4296,100,100,0,0.161362194
793,9817353,-104.755,46.10222,MS_10U,5.967,292.0185,100,100,0.082956259,0.11668747
794,10900323,-104.61139,44.67642,MS_10U,4.0968,110.5956,100,100,0.446397188,0.16318642
795,10902271,-105.40059,44.27449,MS_10U,1.9656,220.5621,100,100,0.016025641,6.137822409
796,10902785,-105.1593,44.10232,MS_10U,3.1293,2445.9867,100,100,0.664365833,0.213049482
797,11252046,-102.34969,45.42564,MS_10U,3.4488,56.2734,100,100,0.008350731,0.410613185
798,11255014,-101.9288,45.28275,MS_10U,7.5132,1154.8215,100,100,0.160996646,0.264243435
799,11257448,-101.50165,45.20352,MS_10U,7.5744,9574.3557,100,100,0.516397338,0.176260905
800,11446173,-98.52228,45.6686,MS_10U,198.8298,3294.6444,100,100,0.288463802,0.256046904
801,11511705,-100.43669,43.68827,MS_10U,1.0836,382.2804,100,100,0.089700997,0.162563919
802,11511759,-100.09169,43.67713,MS_10U,0.6129,510.5853,100,100,0,0.329027686
803,11536889,-100.00052,44.4423,MS_10U,0.0207,1955.1699,100,100,0,0.379933631
804,11547252,-99.45147,43.82176,MS_10U,9.1179,67.1985,100,100,1.064554338,0.585026451
805,11549378,-99.04303,43.17984,MS_10U,30.0033,375.093,100,100,0.081651018,0.26697459
806,11549378,-99.04303,43.17984,MS_10U,30.0033,375.093,100,100,0.081651018,0.26697459
807,11550378,-98.8775,43.4135,MS_10U,24.3027,1551.7332,100,100,0.959078621,0.272496329
808,11593451,-97.2252,45.51399,MS_10U,3.906,32.5008,100,100,0.015437788,0.076511963
809,11601587,-97.20903,45.34867,MS_10U,6.057,61.2,100,100,0.59346211,0.154911765
810,11652820,-100.31928,43.19187,MS_10U,1.6929,971.1036,100,100,0.401913876,0.362299862
811,11653170,-100.10102,43.11876,MS_10U,0.7452,369.6273,100,100,0.559178744,0.154775905
812,11653342,-100.53717,43.08757,MS_10U,2.7486,154.7532,100,100,0.116568435,0.204311769
813,11654860,-100.014806,42.966939,MS_10U,19.5525,126.783,100,100,0.12004603,0.184815788
814,11654860,-100.014806,42.966939,MS_10U,19.5525,126.783,100,100,0.12004603,0.184815788
815,11666856,-99.36553,43.15573,MS_10U,6.4935,552.8196,100,100,0.196257796,0.557449483
816,11666946,-99.18099,43.04946,MS_10U,3.1194,890.0253,100,100,0.025678015,0.447986029
817,11757874,-98.11793,42.90052,MS_10U,58.8906,1597.356,100,100,0.112815967,0.330861937
818,11757916,-98.25575,42.90591,MS_10U,25.0182,33.8787,100,100,0.08410677,0.077916213
819,11758586,-97.94399,42.85911,MS_10U,2.2527,457.0488,100,100,0.467439073,0.305732998
820,11758590,-97.405694,42.848375,MS_10U,0.432,167.9103,100,100,0.185416667,0.64740817
821,11759826,-97.84782,42.67111,MS_10U,0.2736,229.3074,100,100,0.210526316,0.384883785
822,12289350,-106.95642,48.62027,MS_10U,11.7999,651.0339,100,100,0.383494775,0.131189943
823,12296938,-107.28528,48.16,MS_10U,2.9646,382.797,100,100,0.363387978,0.153636
824,12303825,-107.30761,48.91179,MS_10U,12.114,5042.6397,100,1.85056648,0.015527489,0.10958085
825,12320705,-109.75453,48.20566,MS_10U,9.8523,9.8523,100,100,0.125239792,0.125239792
826,12325961,-109.52618,48.27115,MS_10U,8.4483,143.2467,100,100,0.08320017,0.076204897
827,12351641,-108.96333,47.86111,MS_10U,24.8733,1127.9565,100,100,0.100517422,0.185381617
828,12380131,-109.5488,46.95863,MS_10U,5.0319,42.5457,100,100,0.402432481,0.393057348
829,12395526,-112.17047,47.5298,MS_10U,47.9088,109.2663,100,100,0.180906222,0.289085473
830,12416793,-111.59352,47.08183,MS_10U,4.6233,22.707,100,100,0.114269029,0.048711851
831,12418111,-111.41024,46.98793,MS_10U,0.9522,19.6551,100,100,0.001890359,0.020925867
832,12418171,-111.48534,46.99503,MS_10U,4.6737,4.6737,100,100,0.091276719,0.091276719
833,12418441,-111.54141,46.95293,MS_10U,2.826,20.1177,100,100,0.010828025,0.016686798
834,12421177,-110.86907,46.93093,MS_10U,3.0474,3.0474,100,100,1.321323095,1.321323095
835,12421189,-110.89667,46.92361,MS_10U,4.8285,17.5455,100,100,0.277539609,0.794511413
836,12421265,-110.96,46.845,MS_10U,5.3874,27.4014,100,100,0.147510859,0.08411614
837,12439817,-112.49504,47.21191,MS_10U,0.9315,5.2965,100,100,0,0
838,12444631,-110.71565,47.49904,MS_10U,0.1026,125.3763,100,100,0,0.075789443
839,12462696,-105.5172,48.22389,MS_10U,1.5597,299.7558,100,100,0.017311021,0.223483916
840,12471930,-109.39056,48.88611,MS_10U,10.8585,2382.3441,100,5.547800589,0.130625777,0.171838505
841,12494741,-110.74877,46.94552,MS_10U,11.1915,136.0512,100,100,1.383835947,1.353394898
842,12523419,-105.24778,48.02417,MS_10U,6.615,5453.9172,100,100,0.056190476,0.199698411
843,12537288,-113.25859,48.33613,MS_10U,1.8576,2.6649,100,100,0,0
844,12568484,-99.59309,47.69419,MS_10U,49.0644,908.7435,100,100,1.021443246,0.353977112
845,12568508,-99.06148,47.66847,MS_10U,10.1871,1474.5663,100,100,0.272462232,0.351517663
846,12570210,-98.8506,47.55286,MS_10U,23.8401,2323.2348,100,100,0.181131791,0.317294447
847,12587025,-99.03593,43.89751,MS_10U,13.6827,647.8956,100,100,0.114582648,0.110167749
848,12615222,-110.43969,46.67541,MS_10U,5.6934,5.6934,100,100,0.021024344,0.021024344
849,12617848,-110.35462,46.45397,MS_10U,4.8429,704.4534,100,100,0.462553429,0.100773451
850,12619282,-110.35652,46.24567,MS_10U,9.5436,9.5436,100,100,0,0
851,12619834,-109.03573,46.4108,MS_10U,7.8579,410.8527,100,100,0.245905395,0.252313785
852,12620920,-109.76885,46.25091,MS_10U,5.8707,212.4666,100,100,0.114824467,0.202140007
853,12664674,-98.0806,43.63242,MS_10U,2.0169,218.3526,100,100,0.051316377,0.181156075
854,12667234,-97.92992,43.52995,MS_10U,7.5699,280.7613,100,100,0.150992748,0.314745301
855,12667260,-97.5413,43.50428,MS_10U,2.5137,714.2427,100,100,0.114572145,0.365142269
856,12668588,-97.60473,43.38393,MS_10U,6.4188,872.8479,100,100,0.090016826,0.342040005
857,12669262,-97.45842,43.01941,MS_10U,1.2996,288.3573,100,100,0.504847645,0.38623645
858,12685005,-98.62913,44.7205,MS_10U,34.6239,2646.1791,100,100,0.190013257,0.290091249
859,12699182,-98.19898,44.26443,MS_10U,16.7535,930.861,100,100,0.276551168,0.311537383
860,12714092,-98.05848,45.40527,MS_10U,6.7167,317.4183,100,100,0.252445397,0.180066178
861,12743379,-112.69306,48.01306,MS_10U,1.2699,12.2679,100,100,0.374202693,0.121414423
862,12744253,-112.81111,47.96694,MS_10U,2.8287,56.7369,100,100,0.220489978,0.024111293
863,12744315,-112.83389,47.92,MS_10U,8.4096,8.4096,100,100,0.061536815,0.061536815
864,12757985,-106.16078,45.24671,MS_10U,2.7414,484.9146,100,100,0.261982928,0.142497875
865,12780417,-107.96215,45.43298,MS_10U,7.2027,70.551,100,100,0.072472823,0.098800867
