,COMID,LON_DD,LAT_DD,region_vpu,CatArea,WsArea,CatPctFull,WsPctFull,PctImp2006Cat,PctImp2006Ws
286,21978135,-76.554624,42.703282,GL_04,1.0305,1.0305,100,100,0.16069869,0.16069869
287,21983871,-76.95535,42.314988,GL_04,6.5871,6.5871,100,100,0.422052193,0.422052193
288,22026450,-75.788976,42.960003,GL_04,3.9654,3.9654,100,100,0.294825238,0.294825238
289,434558,-82.569544,37.826218,MS_05,1.2519,5.9013,100,100,0.486700216,0.447613238
290,453500,-83.564288,37.664502,MS_05,3.6594,21.9177,100,100,1.646089523,1.579230485
291,465094,-82.711039,38.608127,MS_05,5.5503,5.5503,100,100,1.11075077,1.11075077
292,466930,-83.134932,38.362077,MS_05,0.7182,29.6325,100,100,0.654135338,1.104722855
293,488300,-83.455594,36.912623,MS_05,12.8448,12.8448,100,100,0.466928251,0.466928251
294,488300,-83.455594,36.912623,MS_05,12.8448,12.8448,100,100,0.466928251,0.466928251
295,505034,-83.60673,37.09037,MS_05,2.5119,4.8303,100,100,0.002866356,0.001490591
296,886263,-82.514848,37.600228,MS_05,1.4463,249.84,100,100,2.121966397,1.284434438
297,1088175,-82.166192,37.159156,MS_05,18.9216,192.177,100,100,0.602501903,1.254385801
298,1823482,-84.720431,38.676962,MS_05,5.8248,83.628,100,100,0.138906057,2.160320706
299,1823482,-84.720431,38.676962,MS_05,5.8248,83.628,100,100,0.138906057,2.160320706
300,1825266,-84.9747,38.125466,MS_05,11.0205,12.3993,100,100,0.592895059,0.742759672
301,1837075,-89.187781,37.525431,MS_05,2.7315,5.5809,100,100,1.338714992,0.895500726
302,1916690,-83.844308,39.004168,MS_05,1.8126,189.3357,100,100,0.55958292,1.187514557
303,1919772,-83.430248,38.781648,MS_05,4.9671,1026.8244,100,100,1.338648306,0.740057988
304,1936544,-82.869993,38.158991,MS_05,5.0616,13.2129,100,100,0.652382646,0.682174239
305,1937222,-83.1628,38.1561,MS_05,2.7108,30.3237,100,100,0.561752988,0.632060072
306,2091483,-83.358816,38.032017,MS_05,1.7775,11.115,100,100,1.57721519,1.682834008
307,2091805,-83.608451,38.246812,MS_05,6.327,255.9699,100,100,1.411806543,1.334185387
308,3485493,-82.5708,39.3086,MS_05,0.342,12.6549,100,100,0.323684211,0.151625062
309,3769456,-80.182442,39.557294,MS_05,0.6975,69.4944,100,100,2.336774194,0.586808433
310,3769456,-80.182442,39.557294,MS_05,0.6975,69.4944,100,100,2.336774194,0.586808433
311,3787311,-79.720633,39.943289,MS_05,1.1781,119.5812,100,100,4.146676853,10.35271849
312,3808465,-79.361502,39.655533,MS_05,4.0131,77.283,100,100,0.12244898,0.313473856
313,3823025,-80.7569,40.3683,MS_05,3.0636,16.7535,100,100,0.334312573,1.078753693
314,3823735,-80.286839,40.216911,MS_05,4.7511,8.0514,100,100,0.891077856,1.383858708
315,3921981,-84.888768,39.766711,MS_05,2.0007,6.6708,100,100,0.614035088,2.355099838
316,3925009,-85.0725,39.43806,MS_05,6.8274,2134.2303,100,100,0.375164777,0.94604125
317,3932064,-84.0983,39.5183,MS_05,0.1395,26.7669,100,100,3.95483871,1.05484012
318,3981246,-83.6719,40.3464,MS_05,2.4903,19.5417,100,100,0.739790387,1.072030581
319,3984064,-84.844345,40.07576,MS_05,4.086,21.8223,100,100,0.247356828,0.356827649
320,4032718,-86.571582,37.080707,MS_05,3.5118,547.8714,100,100,0.169656586,0.45437506
321,4033936,-85.785607,36.65076,MS_05,3.8367,202.4037,100,100,0.129251701,1.082585941
322,4352692,-79.823474,38.811566,MS_05,0.8307,6.1497,100,100,0.111592633,0.015073906
323,4353788,-80.188866,38.82028,MS_05,2.2761,14.1462,100,100,0.29102412,0.084998091
324,4546322,-80.375038,38.325542,MS_05,6.2928,10.8099,100,100,0,0
325,4546322,-80.375038,38.325542,MS_05,6.2928,10.8099,100,100,0,0
326,4548968,-80.862223,37.99741,MS_05,2.6595,3.4551,100,100,0.359390863,0.474081792
327,4736927,-78.892449,41.318023,MS_05,1.0791,4.5063,100,100,0,0.004194128
328,4737909,-79.098401,41.269719,MS_05,3.78,3.78,100,100,0.078333333,0.078333333
329,4741773,-79.128645,40.832691,MS_05,0.8064,19.9215,100,100,0.348214286,0.915473232
330,4753698,-78.7483,40.1693,MS_05,9.0774,52.9884,100,100,0.019532025,0.105764658
331,5217151,-82.778834,39.747466,MS_05,4.1076,4.1076,100,100,0.740140228,0.740140228
332,6884136,-80.727471,37.04755,MS_05,0.7038,215.3763,100,100,0.008951407,2.72769288
333,6885182,-80.383104,36.998699,MS_05,9.4446,498.8916,100,100,0.249666476,0.430888794
334,6886680,-80.531314,36.688988,MS_05,1.1106,52.9758,100,100,0.069692058,0.328327274
335,6887822,-81.187518,36.984827,MS_05,5.1318,43.3071,100,100,0.358646089,0.360668343
336,6887822,-81.187518,36.984827,MS_05,5.1318,43.3071,100,100,0.358646089,0.360668343
337,6889714,-81.242672,36.562842,MS_05,3.6819,3.6819,100,100,0.235883647,0.235883647
338,6889994,-81.154327,36.542099,MS_05,4.7421,4.7421,100,100,0.823116341,0.823116341
339,8969236,-78.319595,42.11695,MS_05,14.1687,14.1687,100,100,0.108683224,0.108683224
340,8969236,-78.319595,42.11695,MS_05,14.1687,14.1687,100,100,0.108683224,0.108683224
341,8972370,-78.005325,41.85392,MS_05,2.8224,2.8224,100,100,0.336734694,0.336734694
342,9054929,-80.095353,41.46964,MS_05,9.3087,11.0034,100,100,0.338296432,0.309177163
343,10080622,-87.601751,40.116109,MS_05,19.0467,108.5535,100,100,32.86878042,7.552195001
344,10080736,-87.82532,40.06916,MS_05,4.8429,59.8347,100,100,0.841479279,1.430531113
345,10106877,-86.709185,38.112031,MS_05,3.2022,6.4764,100,100,0.255480607,0.224847137
346,10110191,-87.195562,37.829525,MS_05,5.3037,13.4784,100,100,0.416086883,0.342214209
347,10163722,-85.84011,38.266739,MS_05,1.1403,13.0095,100,100,8.151539069,2.844552058
348,10171212,-87.001892,36.4353,MS_05,1.9404,5.22,100,100,0.115027829,0.324655172
349,10190640,-84.179092,36.825148,MS_05,0.9495,2.7675,100,100,0.355450237,1.099186992
350,10191096,-84.313243,36.699392,MS_05,4.6467,4.6467,100,100,0.197172187,0.197172187
351,10209697,-87.150027,39.668477,MS_05,4.6521,22.1481,100,100,0.178371058,0.268113292
352,10218720,-79.800274,41.779265,MS_05,10.6839,54.1998,100,100,0.529609974,0.538391286
353,10282738,-87.55447,39.70497,MS_05,0.2187,382.4577,100,100,0.691358025,0.811367375
354,10357654,-86.238889,38.254722,MS_05,9.9108,1050.7041,100,100,0.117508173,0.524236176
355,10358532,-86.305183,37.829098,MS_05,162.414,361.5921,100,100,0.419904688,0.273729432
356,10432390,-88.504833,39.194194,MS_05,5.3829,26.1441,100,100,3.813576325,1.836655307
357,10926555,-80.218935,40.756275,MS_05,2.4669,108.279,100,100,3.90769792,12.08127338
358,11049888,-79.752311,40.670812,MS_05,1.7847,1.7847,100,100,1.385274836,1.385274836
359,11620828,-86.19021,37.62958,MS_05,2.9763,72.3591,100,100,0.186271545,0.10944166
360,11866418,-88.32634,37.53317,MS_05,8.3268,26.6436,100,100,0.209900562,0.347824618
361,11879846,-87.428641,36.850957,MS_05,7.4979,7.4979,100,100,0.609290601,0.609290601
362,11883580,-87.674893,36.319617,MS_05,0.6669,52.0821,100,100,5.13900135,0.210250739
363,13153615,-80.635795,41.116248,MS_05,4.0545,43.5816,100,100,33.71187569,13.72241038
364,15363363,-82.534039,40.064015,MS_05,3.4668,213.6483,100,100,4.956386293,1.222354215
365,15373128,-81.676959,39.911145,MS_05,2.9862,8.9406,100,100,1.021097046,0.793134689
366,15379989,-82.190076,40.154987,MS_05,0.7992,71.5716,100,100,0.007882883,0.323336351
367,15400782,-82.2944,40.4486,MS_05,2.0502,93.4776,100,100,0.457418788,0.361097204
368,15411445,-82.418671,40.590407,MS_05,5.6556,22.5108,100,100,0.840865691,0.475171917
369,15411445,-82.418671,40.590407,MS_05,5.6556,22.5108,100,100,0.840865691,0.475171917
370,15420993,-82.173709,39.385812,MS_05,1.7649,19.9791,100,100,0.915349312,0.462453264
371,15431016,-81.193078,39.631619,MS_05,1.2438,89.9613,100,100,0.627351664,0.327270726
372,18414579,-86.621344,36.386548,MS_05,1.8927,44.2125,100,100,0.940085592,0.475908397
373,18433707,-85.673654,35.452285,MS_05,3.1401,3.1401,100,100,0.437087991,0.437087991
374,18444930,-86.41556,38.816889,MS_05,2.7927,36.5652,100,100,0.112471801,0.265531161
375,18460062,-85.569372,39.640823,MS_05,12.7476,120.9663,100,100,0.401934482,0.331441071
376,18461820,-86.008435,39.414837,MS_05,3.6081,281.4867,100,100,0.952856074,6.705419119
377,18464804,-86.75334,39.816157,MS_05,65.5461,374.1957,100,100,0.325818012,0.550434973
378,18466584,-87.147821,39.327384,MS_05,5.1993,2282.6061,100,100,0.549420114,0.780015921
379,18498560,-85.801082,41.093739,MS_05,7.1685,7.1685,100,100,0.28349027,0.28349027
380,19315398,-81.6418,38.249986,MS_05,1.737,3.1266,100,100,0.22746114,0.166954519
381,19388310,-81.390095,40.805624,MS_05,22.4415,120.8457,100,100,46.73342691,25.51952366
382,19388456,-81.636725,40.734963,MS_05,1.5021,1.5021,100,100,0.825044937,0.825044937
383,19414231,-81.254701,39.205418,MS_05,6.3513,12.3912,100,100,0.076661471,0.258134805
384,19414231,-81.254701,39.205418,MS_05,6.3513,12.3912,100,100,0.076661471,0.258134805
385,19416969,-80.940894,38.752093,MS_05,1.1295,50.2722,100,100,0.074900398,0.063410792
386,19417181,-80.592389,38.718694,MS_05,3.6702,5.3829,100,100,0.078715056,0.146798194
387,19418619,-81.191966,38.852413,MS_05,2.4075,4.4874,100,100,0.039626168,0.121540313
388,19453615,-80.8665,39.993466,MS_05,2.4435,2.4435,100,100,0.203314917,0.203314917
389,20097533,-86.444098,40.44297,MS_05,1.116,61.2324,100,100,0.074193548,0.446528309
390,10576795,-88.11581,36.57906,MS_06,3.699,3.699,100,100,0.062530414,0.062530414
391,14639555,-82.444722,36.806667,MS_06,3.7134,3.7134,100,100,0.037566651,0.037566651
392,14640279,-82.473416,36.872093,MS_06,4.7313,18.6327,100,100,0.122883774,0.685456214
393,14641887,-83.800319,36.287303,MS_06,2.4624,11.3049,100,100,1.829312866,1.575591115
394,14642263,-83.89166,36.34361,MS_06,1.0953,7.7796,100,100,0.128184059,0.214252661
395,14643159,-84.255922,36.37555,MS_06,1.9809,1.9809,100,100,13.23171286,13.23171286
396,19484442,-82.703299,36.357356,MS_06,5.9427,35.1342,100,100,0.738906558,0.537937394
397,19485086,-82.712468,36.1998,MS_06,0.3636,7.4727,100,100,0.826732673,2.332048657
398,19485900,-82.045128,36.099049,MS_06,4.338,4.338,100,100,0,0
399,19505348,-87.5355,35.4217,MS_06,1.368,34.5159,100,100,0.063815789,0.072566556
400,19546884,-88.321961,35.439809,MS_06,0.0657,4.0185,100,100,0.520547945,0.109294513
401,19548662,-88.206016,35.202689,MS_06,1.2033,2.1132,100,100,4.30815258,2.683134583
402,19577527,-87.414053,35.069568,MS_06,0.477,13.5432,100,100,0,1.541400851
403,19644802,-85.92991,34.882782,MS_06,4.3074,68.9175,100,100,0.077099875,0.077518772
404,19645438,-85.611202,34.715781,MS_06,5.0589,5.0589,100,100,0.552037004,0.552037004
405,19645438,-85.611202,34.715781,MS_06,5.0589,5.0589,100,100,0.552037004,0.552037004
406,19674643,-83.696886,35.024577,MS_06,0.972,7.4322,100,100,0.609259259,0.088156939
407,19677125,-84.208847,35.124037,MS_06,4.3506,4.3506,100,100,0.243069921,0.243069921
408,19677965,-84.758938,35.140628,MS_06,4.3605,9.3402,100,100,4.930237358,4.802177684
409,19721903,-84.28833,35.44829,MS_06,6.7329,8.0613,100,100,0.019649779,0.055375684
410,19728294,-83.192422,35.615456,MS_06,2.178,2.178,100,100,0.016115702,0.016115702
411,19751213,-81.621302,36.765333,MS_06,17.2935,195.3747,100,100,1.024460057,0.299659577
412,19752375,-81.646055,36.744917,MS_06,2.5731,13.8978,100,100,0.364463099,0.464836161
413,19754221,-82.42155,36.458622,MS_06,0.2331,6.0156,100,100,0.328185328,8.24551167
414,19762882,-82.738622,36.606807,MS_06,2.3112,31.7835,100,100,0.199376947,0.274246071
415,22123888,-84.378398,36.065586,MS_06,2.4021,2.4021,100,100,0.316597977,0.316597977
416,22132935,-84.986867,35.687959,MS_06,8.7741,8.7741,100,100,0.609908709,0.609908709
417,22143308,-83.551139,35.857944,MS_06,4.5171,39.4839,100,100,19.6714485,5.784846482
418,22150569,-83.209699,35.970151,MS_06,0.6147,25.3737,100,100,14.60761347,3.426134147
419,22151123,-83.211363,35.763565,MS_06,0.5805,18.1692,100,100,0.003100775,0.003566475
420,22152669,-82.941135,35.384879,MS_06,3.2391,71.3799,100,100,0.154209503,0.17133815
421,22160766,-82.779124,35.682091,MS_06,8.8236,64.0242,100,100,0.19502244,0.15713121
422,22161282,-82.651789,35.548445,MS_06,1.215,7.1658,100,100,11.67555556,6.281461944
423,22164734,-82.674928,35.22655,MS_06,1.5696,1.5696,100,100,0.291857798,0.291857798
424,22179106,-83.728443,36.221934,MS_06,2.6586,40.7439,100,100,1.6492891,1.117094829
425,22540320,-83.766358,36.542509,MS_06,5.6304,5.6304,100,100,0.24168798,0.24168798
426,22540320,-83.766358,36.542509,MS_06,5.6304,5.6304,100,100,0.24168798,0.24168798
427,1103808,-93.021235,44.942606,MS_07,9.63,31.5531,100,100,26.42542056,29.58897858
428,2028883,-92.91782,44.502707,MS_07,1.4382,236.7693,100,100,3.653942428,0.875580153
429,2119680,-92.06583,44.09167,MS_07,1.2924,260.4006,100,100,0.135097493,0.910833155
430,2165741,-93.262418,42.902773,MS_07,8.4924,203.904,100,100,1.080224671,0.863148835
431,2354688,-94.671165,44.965978,MS_07,2.3427,88.6671,100,100,1.313100269,0.895593743
432,2355220,-94.041116,44.800163,MS_07,16.4799,1072.1385,100,100,0.665883895,1.207368638
433,2361644,-93.659538,46.064737,MS_07,9.5328,31.4019,100,100,1.929569486,0.730360265
434,2362558,-93.665217,45.997424,MS_07,1.1295,131.2677,100,100,4.294820717,0.15274283
435,2387968,-94.5311,44.625844,MS_07,2.5866,19.6668,100,100,0.212595685,0.307294527
436,2454082,-90.972187,43.94381,MS_07,8.3547,39.4461,100,100,0.663794032,0.549818613
437,2509085,-91.392028,39.146929,MS_07,1.5984,61.9569,100,100,0.800675676,0.613733095
438,2629350,-92.605983,46.371349,MS_07,36.1836,139.4973,100,100,0.113943886,0.1319832
439,2629524,-92.8817,46.05324,MS_07,3.1032,11.0475,100,100,0.032482599,0.870549898
440,2640356,-93.30816,45.92043,MS_07,4.6224,270.0765,100,100,0.64855919,0.387660163
441,2649170,-92.955402,45.422052,MS_07,2.1897,9.5229,100,100,0.756678997,1.219071921
442,3596702,-90.525213,39.675401,MS_07,5.4855,53.4618,100,100,2.339622642,2.213747012
443,3623063,-89.984272,38.964581,MS_07,9.1395,23.9247,100,100,2.697193501,3.189971034
444,3623063,-89.984272,38.964581,MS_07,9.1395,23.9247,100,100,2.697193501,3.189971034
445,4083940,-96.93924,45.46262,MS_07,4.0356,18.2061,100,100,1.088983051,0.35192051
446,4085090,-96.388565,45.114419,MS_07,0.4221,512.4312,100,100,0,0.30825582
447,4112142,-96.47034,44.78306,MS_07,8.5365,38.4498,100,100,1.285503426,0.375076073
448,4112354,-96.56419,44.69658,MS_07,3.9051,99.1935,100,100,0.079972344,0.173451889
449,4112566,-96.58227,44.58166,MS_07,2.5641,2.5641,100,100,0.407862408,0.407862408
450,4124352,-96.07479,44.47253,MS_07,18.4383,197.8515,100,100,0.54893347,0.419505538
451,4617824,-93.979461,46.656509,MS_07,29.0106,242.6949,100,100,0.259787802,0.182058214
452,4840888,-93.180471,46.82736,MS_07,6.2523,58.2192,100,100,0.108823953,0.092691071
453,4853209,-93.528994,46.578743,MS_07,8.2917,668.3103,100,100,0.091175513,0.119299673
454,4946029,-95.205503,46.765136,MS_07,23.8491,106.3053,100,100,0.27774633,0.231016704
455,5000141,-92.495502,40.85884,MS_07,2.2716,370.647,100,100,0.272583201,0.47323653
456,5027371,-89.597779,37.190539,MS_07,1.5696,12.3426,100,100,0.257454128,0.546594721
457,5027371,-89.597779,37.190539,MS_07,1.5696,12.3426,100,100,0.257454128,0.546594721
458,5039990,-91.851414,39.335891,MS_07,4.0887,226.2249,100,100,0.086506714,1.035952276
459,5057167,-91.032034,37.778285,MS_07,2.052,63.0108,100,100,0.253947368,0.18378278
460,5915539,-90.568711,39.197771,MS_07,9.3348,29.502,100,100,0.625048207,0.554545455
461,6566167,-93.353791,43.276736,MS_07,7.4322,54.3951,100,100,2.31460402,1.128890286
462,6566287,-93.30084,43.135349,MS_07,5.8302,142.3404,100,100,2.585211485,3.767362604
463,6581808,-95.413115,43.698223,MS_07,21.1527,235.0764,100,100,1.657065056,2.091054227
464,6590806,-93.797331,43.433471,MS_07,23.0085,52.8417,100,100,0.484294934,0.43653024
465,6594292,-94.33916,42.537422,MS_07,24.7671,670.68,100,100,0.692212653,0.871476114
466,6594292,-94.33916,42.537422,MS_07,24.7671,670.68,100,100,0.692212653,0.871476114
467,6594330,-94.735492,42.868822,MS_07,4.896,139.1958,100,100,0.587867647,0.380591225
468,6598028,-94.089731,41.950878,MS_07,5.2695,39.1968,100,100,0.297694278,0.461999449
469,6598028,-94.089731,41.950878,MS_07,5.2695,39.1968,100,100,0.297694278,0.461999449
470,6603000,-93.836982,42.826805,MS_07,19.0746,169.8669,100,100,0.336180051,0.594921082
471,6606874,-94.98582,42.410587,MS_07,7.092,900.1944,100,100,11.62601523,1.198852048
472,6947598,-91.92294,42.70254,MS_07,0.6975,33.444,100,100,0.092903226,1.044886975
473,6947598,-91.92294,42.70254,MS_07,0.6975,33.444,100,100,0.092903226,1.044886975
474,6948316,-92.379581,42.993331,MS_07,2.9124,424.5435,100,100,0.251854141,0.748672398
475,6966717,-91.318756,40.374599,MS_07,3.8106,19.6119,100,100,2.442843647,1.418475517
476,7017203,-92.355718,42.767949,MS_07,2.1096,34.1586,100,100,0.757679181,0.936185909
477,10595970,-93.965421,44.012293,MS_07,1.3752,734.5395,100,100,1.996073298,0.679133253
478,10605226,-89.18597,41.979197,MS_07,0.4122,19.8333,100,100,0,0.915596497
479,10969721,-90.378346,41.4079,MS_07,0.1935,18.0108,100,100,0.11627907,5.450729562
480,11915987,-91.54602,41.551162,MS_07,2.4939,638.8776,100,100,4.434861061,1.397464867
481,12979815,-90.708782,45.525376,MS_07,0.1377,23.8527,100,100,0,0.231558691
482,12980205,-90.635273,45.571488,MS_07,17.9406,19.7973,100,100,0.256596769,0.23930536
483,13085883,-92.061185,44.963981,MS_07,1.4949,35.1081,100,100,0.358819988,0.251454792
484,13098350,-91.106276,44.653166,MS_07,13.4037,20.7099,100,100,0.464782112,0.414845074
485,13098350,-91.106276,44.653166,MS_07,13.4037,20.7099,100,100,0.464782112,0.414845074
486,13104315,-91.275363,45.117316,MS_07,0.8514,15.9138,100,100,0.077167019,0.111921728
487,13121776,-91.172661,45.795671,MS_07,4.9923,6.8247,100,100,0.311339463,0.230120005
488,13122026,-91.232359,45.664354,MS_07,10.377,107.8641,100,100,0.783174328,0.318008494
489,13133941,-90.652245,44.551481,MS_07,12.2769,12.2769,100,100,0.340664174,0.340664174
490,13136851,-90.725703,44.200412,MS_07,4.5837,4.5837,100,100,0.078539171,0.078539171
491,13137121,-90.82859,44.07583,MS_07,1.2312,40.0464,100,100,0.188596491,0.236897699
492,13207414,-91.015606,43.584689,MS_07,3.7701,57.4605,100,100,0.402005252,2.737097658
493,13210986,-91.608278,43.138545,MS_07,1.4184,93.6729,100,100,0.549492386,1.022453666
494,13291194,-88.444897,43.460589,MS_07,5.9112,20.9169,100,100,1.369671133,1.682672863
495,13292402,-88.30048,43.21902,MS_07,5.3973,53.8452,100,100,1.534934134,1.866550779
496,13311083,-91.672783,42.979807,MS_07,4.4055,19.5012,100,100,0.806128703,0.838563781
497,13312441,-91.563138,42.756847,MS_07,1.2132,22.6917,100,100,0.131305638,0.198944989
498,13325132,-90.94016,42.560807,MS_07,2.1897,35.8632,100,100,0.210028771,0.74339992
499,13326638,-91.033742,42.807136,MS_07,3.2445,3.2445,100,100,0.791678225,0.791678225
500,13336642,-91.397228,43.377213,MS_07,1.0359,26.64,100,100,0.015638575,0.42125
501,13344470,-89.70809,46.03427,MS_07,0.3636,112.8519,100,100,1.608910891,0.235654872
502,13344872,-89.6126,46.0351,MS_07,25.578,31.6422,100,100,0.185432794,0.184623699
503,13375129,-90.92558,42.049414,MS_07,5.1723,132.5313,100,100,0.300504611,0.830140503
504,13395797,-89.308386,45.733568,MS_07,3.4821,32.5926,100,100,0.270354097,0.516264428
505,13410120,-89.893818,42.835851,MS_07,1.7829,3.6576,100,100,0.401312468,0.673720472
506,13463121,-87.809474,42.103487,MS_07,28.1403,74.277,100,100,41.89605655,36.92063492
507,13553947,-89.0476,40.1295,MS_07,1.2618,109.5651,100,100,0.390156919,2.304372469
508,13598187,-89.332353,40.512696,MS_07,3.8682,7.335,100,100,0.515821312,1.044907975
509,13605756,-89.937505,40.578512,MS_07,4.9194,71.0667,100,100,1.16593487,0.769917556
510,13636877,-90.8497,43.0285,MS_07,0.9495,21.2256,100,100,1.311848341,0.800500339
511,13770194,-88.667553,39.738488,MS_07,1.296,99.4455,100,100,2.135416667,1.503796552
512,13868500,-89.232696,39.138015,MS_07,0.1134,51.8967,100,100,0,0.721953419
513,13882602,-89.397725,38.85315,MS_07,8.7633,47.8314,100,100,1.29013043,5.241259925
514,14702626,-89.988282,44.53038,MS_07,3.0069,46.7334,100,100,1.003591739,0.810595848
515,14702626,-89.988282,44.53038,MS_07,3.0069,46.7334,100,100,1.003591739,0.810595848
516,14709602,-89.904935,43.562137,MS_07,7.0218,9.6408,100,100,0.370674186,0.360530246
517,14728444,-89.228153,45.263517,MS_07,8.9919,27.4266,100,100,0.072465219,0.161547549
518,14729764,-90.005676,45.016497,MS_07,3.573,21.9168,100,100,0.268010076,0.415941196
519,14729764,-90.005676,45.016497,MS_07,3.573,21.9168,100,100,0.268010076,0.415941196
520,14762893,-88.51877,41.6769,MS_07,21.879,308.0196,100,100,8.091896339,2.635853368
521,14768166,-88.278237,42.988482,MS_07,8.5077,47.25,100,100,11.3383053,9.198628571
522,14768188,-88.3368,42.9563,MS_07,1.0485,28.9107,100,100,1.683261803,3.673287053
523,14796115,-90.441038,41.772331,MS_07,4.4055,231.7716,100,100,0.5773238,0.715009087
524,14806669,-91.020575,41.477807,MS_07,1.962,9.5148,100,100,0.177522936,0.604426788
525,14836169,-89.378115,41.349286,MS_07,7.9578,104.3775,100,100,0.988351052,1.282914421
526,14836169,-89.378115,41.349286,MS_07,7.9578,104.3775,100,100,0.988351052,1.282914421
527,19285509,-88.625989,42.436471,MS_07,1.845,2.2023,100,100,12.51219512,12.14630159
528,19285913,-88.68595,42.28003,MS_07,40.032,80.7831,100,100,1.544379496,2.03221961
529,19287543,-88.744868,41.863759,MS_07,7.9749,7.9749,100,100,1.391603656,1.391603656
530,22323187,-94.261436,47.544567,MS_07,6.9408,231.5421,100,100,0.293179461,0.0819026
531,22472887,-91.981954,42.329157,MS_07,5.1282,84.1482,100,100,0.960863461,1.231320456
532,22475251,-92.194157,42.315165,MS_07,10.9053,852.7122,100,100,3.958735661,0.788923625
533,22475927,-92.742188,42.218529,MS_07,5.6043,57.9609,100,100,0.388630159,0.363550255
534,3667388,-90.449962,36.110319,MS_08,1.539,48.726,100,100,0.160818713,0.310048024
535,3678442,-90.314927,35.370115,MS_08,1.9764,4.1886,100,100,2.282786885,1.257198109
536,14318887,-91.81216,35.008593,MS_08,0.5103,18.5697,100,100,0,0.216546309
537,14326887,-91.52257538,34.85707855,MS_08,0.648,80.4627,100,100,0.033333333,0.89777748
538,14853941,-91.451389,34.70778,MS_08,4.5792,44.1756,100,100,0.031446541,0.195746068
539,15074838,-93.335471,30.554386,MS_08,30.483,32.2641,100,100,0.370652495,0.350191079
540,15075498,-93.244547,30.343681,MS_08,18.3384,51.6186,100,100,5.687573616,6.739651986
541,15078616,-93.089046,30.845848,MS_08,5.8878,24.372,100,100,0.773463773,0.879579025
542,15083581,-92.808854,31.152218,MS_08,1.4724,109.4022,100,100,0.332518337,0.507987956
543,15087727,-93.116374,30.477426,MS_08,30.2724,371.1204,100,100,1.254905458,0.860724714
544,15087937,-93.1572,30.314,MS_08,13.491,13.491,100,100,5.695130087,5.695130087
545,15095527,-92.406979,30.126205,MS_08,12.1959,12.1959,100,100,1.189358719,1.189358719
546,15139051,-92.5475,30.8367,MS_08,92.9079,92.9079,100,100,0.619978495,0.619978495
547,15139079,-92.53374,30.543743,MS_08,10.2915,10.2915,100,100,2.040577175,2.040577175
548,15139079,-92.53374,30.543743,MS_08,10.2915,10.2915,100,100,2.040577175,2.040577175
549,15144988,-92.358666,31.105056,MS_08,26.847,747.1638,100,100,3.372242709,4.385938264
550,15221800,-92.610469,32.99026,MS_08,3.8115,3.8115,100,100,1.066115702,1.066115702
551,15236258,-94.188414,34.50645,MS_08,2.835,5.6313,100,100,0.266349206,0.246763625
552,15250554,-89.391517,34.858474,MS_08,1.6011,45.0342,100,100,0.714446318,0.425336744
553,15332976,-91.33638,34.105736,MS_08,6.5007,12.5955,100,100,0.260695002,0.178921043
554,15341718,-91.072182,35.012273,MS_08,3.9375,20.1519,100,100,0.096685714,0.183511232
555,15706711,-89.654905,30.767016,MS_08,5.7654,293.7699,100,100,0.183265688,0.227581178
556,15760804,-90.216028,31.936889,MS_08,2.7756,62.9982,100,100,0.858300908,1.022943513
557,17963731,-90.781245,33.23392,MS_08,2.0835,1689.2163,100,100,0.342548596,0.601686711
558,18016238,-89.478962,33.857712,MS_08,1.2087,12.6045,100,100,0.48175726,0.152731167
559,18930152,-89.895581,30.353652,MS_08,14.4819,14.4819,100,100,0.410353614,0.410353614
560,18974825,-90.315346,30.66842,MS_08,0.3438,71.6949,100,100,0,0.330789219
561,18986878,-90.80603,30.582111,MS_08,3.4317,7.2027,100,100,0.541568319,0.633637386
562,19053476,-91.166892,30.501864,MS_08,1.3311,1.3311,100,100,47.1081812,47.1081812
563,19110480,-90.849543,31.350949,MS_08,0.6444,11.6694,100,100,0,0.177618387
564,19221755,-89.665467,33.334323,MS_08,1.5282,17.4429,100,100,0.15606596,0.089778649
565,19347089,-91.995753,32.660945,MS_08,1.4886,14.5827,100,100,0.594316808,0.197988027
566,19350029,-91.672335,32.155483,MS_08,4.8276,4.8276,100,100,0.801640567,0.801640567
567,19383139,-92.564,32.1029,MS_08,19.5885,62.4213,100,100,0.533057661,0.510662226
568,19469523,-91.640186,33.846668,MS_08,3.0249,1072.7505,100,100,0.141922047,2.693592406
569,19469523,-91.640186,33.846668,MS_08,3.0249,1072.7505,100,100,0.141922047,2.693592406
570,20089184,-90.689792,30.951593,MS_08,1.6182,2.5857,100,100,0.155172414,0.351548904
571,21897665,-91.897691,30.06656,MS_08,4.1445,4.1445,100,100,2.085993485,2.085993485
572,21898525,-92.076384,30.365252,MS_08,7.8678,79.7823,100,100,1.784603066,1.936636322
573,21923571,-92.380185,34.42715,MS_08,1.3158,3.2112,100,100,0.852257182,1.25308296
574,22698054,-93.909335,34.316897,MS_08,3.3894,178.6509,100,100,0.343335104,0.1640294
575,22702780,-93.490334,33.881211,MS_08,1.1925,12.4587,100,100,0.212830189,0.424907896
576,22702902,-93.263889,33.88333,MS_08,3.6675,15.7689,100,100,0.293251534,0.617487586
577,6675618,-97.29279,46.19278,SR_09,14.6979,2562.8229,100,100,0.15075623,0.277251815
